File,Commit SHA,Commit Message,Commit Date
eip-1153.md,720afd37f4ffb143b3f60cd3809b79deee997f36,"Transient storage opcodes (#1153)

* Create eip-transient_storage.md

* Update eip-transient_storage.md

* Update eip-transient_storage.md

* Update eip-transient_storage.md

* Update eip-transient_storage.md

* Update eip-transient_storage.md

* Update eip-transient_storage.md

* Update and rename eip-transient_storage.md to eip-1153.md

* Add missing colon",2018-06-18T11:17:30Z
eip-1154.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1154.md,aa6ea0b111167c16f002501b5a7b1e670d4d599d,"Update EIP statuses (#3096)

I'm updating EIP statuses according to #2996. The mappings are as follows:

```
Draft => Draft
Last Call => Last Call
Accepted => Final
Final => Final
Superseded => Final
Abandoned => Withdrawn
Rejected => Withdrawn
Active => Living
```",2020-11-06T04:41:46Z
eip-1154.md,7b15e2efb62110967fd536347c7652a5f6242929,Abandoned ERC 1154 (#2206),2019-07-23T21:10:04Z
eip-1154.md,af982f1470624791da334b09d3e4f2e4de5e1265,Run spelling checks on CI (#2040),2019-05-19T06:54:10Z
eip-1154.md,cc61e826d79fadfb980f280c10ffc3480f5ff4c6,"Automatically merged updates to draft EIP(s) 1154


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-09-05T17:02:20Z
eip-1154.md,fd0b4a8b358e2f859f4179cb3f3b9a56ca95247d,"Automatically merged updates to draft EIP(s) 1154


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-07-26T21:25:55Z
eip-1154.md,02cf4dd59c0ff1630f1f4df35969f49aeb226b16,"Oracle interface (#1154)

* Started writing proposal

* Added more commentary and removed comments

* Update and rename eip-oracle_interface.md to eip-1154.md

* Add discussions-to URL

* Corrected discussions-to link

* Expand on use cases and types of oracles supported",2018-06-28T13:41:35Z
eip-1155.md,8355a4dbc0d18c185d6afb4d2306db552d9218e4,"fix arg ordering for balanceOf in Split-Id section (#5717)

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2023-05-09T00:51:35Z
eip-1155.md,98e8a5ac4e05839c2dbca8af160a55b3be841c36,Add two GitHub usernames to ERC-1155 (#6999),2023-05-08T18:04:03Z
eip-1155.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1155.md,3173a6fcffa5d1cc8b4c4cd4d51aa5d1d19ba0fb,remove ERC prefix from title (#3718),2021-08-15T11:14:36Z
eip-1155.md,0f49660bb5d3fbe8c99daa7b7c6f44ae9087a3b2,Fix link error (#3693),2021-08-02T11:08:23Z
eip-1155.md,3b2d80e8d5c90672da93fc4d1e32b73bb6ebcf51,fixed JSON parse errors (#3112),2020-11-14T09:39:18Z
eip-1155.md,15f61ed0fda82ec86d8d6a872f6b874816f03d96,"Adds rule to EIP-1 that references to other EIPs must use relative path format and the first reference must be linked. (#2947)

I have gone through and updated all existing EIPs to match this rule, including EIP-1.

In some cases, people were using markdown citations, I suspect because the long-form was a bit verbose to inline.  Since the relative path is quite short, I moved these to inline but I wouldn't be opposed to putting them back to citation format if that is desired by the authors.

In doing the migration/cleanup, I found some EIP references to EIPs that don't actually exist.  In these cases I tried to excise the reference from the EIP as best I could.

It is worth noting that the Readme actually already had this rule, it just wasn't expressed properly in EIP-1 and the ""Citation Format"" section of the readme I think caused people a bit of confusion (when citing externally, you should use the citation format).",2020-09-30T04:22:43Z
eip-1155.md,345d9eedd5b64d9e67d2bb99210dc05f4212b0f3,Update eip-1155 errata. (#2800),2020-07-19T04:41:49Z
eip-1155.md,b1502bf20c8253d652e9f9aa53209c567b0ed874,"EIP-1155: Rename backwards compatibility section to ""Backwards compatibility"" (#2254)",2019-12-16T12:50:12Z
eip-1155.md,3aae3c961e9a82931d61584ccb8da9fb467e50dd,Fix citation formats to use the canonical EIP URL (#2371),2019-12-02T10:10:12Z
eip-1155.md,d5259bc809e72d71657d84892484b857f3bb9b08,Fix spelling of GitHub [R4R] (#2369),2019-11-22T21:02:58Z
eip-1155.md,5b2b4334614888dfc4e50fe88b0721f1ee2e4ca8,ERC-1155 Final Status (#2122),2019-06-17T06:53:46Z
eip-1155.md,39d47efb6f0335a5800524a98659712e0eb78123,"Automatically merged updates to draft EIP(s) 1155 (#2120)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-06-14T23:37:43Z
eip-1155.md,4ea97fa77f069583e91458d95cd80659bcc32906,"Automatically merged updates to draft EIP(s) 1155 (#2118)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-06-13T23:50:13Z
eip-1155.md,9691bd6491ae9d0339148afdcd387e80836aa147,"Automatically merged updates to draft EIP(s) 1155 (#2117)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-06-13T04:02:55Z
eip-1155.md,db441bb67dd38dad86f06280e6bdffccb6a6d2cd,"Automatically merged updates to draft EIP(s) 1155 (#2116)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-06-13T00:20:24Z
eip-1155.md,d95612c8206b7e225bec5dc34c4b019c9531e44d,"Automatically merged updates to draft EIP(s) 1155 (#2114)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-06-12T18:18:10Z
eip-1155.md,083129dd1e9eeda1395be4c4ebeafa69232026a1,"Automatically merged updates to draft EIP(s) 1155 (#2113)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-06-12T04:11:43Z
eip-1155.md,4694622aadaaad018fa4cb87db75de3bd2565e19,"Automatically merged updates to draft EIP(s) 1155 (#2110)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-06-07T11:47:31Z
eip-1155.md,914c3baad11ea4719162f7cc279000dd5cbb06c9,"Automatically merged updates to draft EIP(s) 1155 (#2109)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-06-07T11:32:16Z
eip-1155.md,193fdeb56f8f7721651efa8dfcfc1e7bf50b2dec,"Automatically merged updates to draft EIP(s) 1155 (#2108)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-06-07T10:07:51Z
eip-1155.md,9a35c0afc000850d92980e93cae2e7f54564155d,"Automatically merged updates to draft EIP(s) 1155 (#2101)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-06-05T20:52:26Z
eip-1155.md,f1df38707b6c8b3779fcf7a2789c38e88121ac22,"Automatically merged updates to draft EIP(s) 1155 (#2096)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-06-04T17:59:39Z
eip-1155.md,622136a5b6619b85e77a49c3ea3c4c4b195006a6,Last call for ERC-1155 (#2091),2019-05-30T02:13:13Z
eip-1155.md,32b82ef63b99eaf86b84a643b3dc2eb391b83684,"Automatically merged updates to draft EIP(s) 1155 (#2089)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-05-28T21:00:42Z
eip-1155.md,638b7400a1dbc0029123f55535ce312d4f8d8bd8,"Automatically merged updates to draft EIP(s) 1155 (#2088)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-05-27T21:24:13Z
eip-1155.md,69217d89e53dfda3225a4a529b1b33c06333ca1d,"Automatically merged updates to draft EIP(s) 1155 (#2085)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-05-25T03:12:44Z
eip-1155.md,9fa08d11a65e6c44b7b7a1e266017c3d0f9fa197,"Automatically merged updates to draft EIP(s) 1155 (#2084)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-05-25T02:49:29Z
eip-1155.md,4b676ff535ce02443433d03c78e014341e20d11d,"Automatically merged updates to draft EIP(s) 1155 (#2083)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-05-25T01:27:32Z
eip-1155.md,dbf67d4f993d25053de8f0423eba8f5e6a05c0aa,"Automatically merged updates to draft EIP(s) 1155 (#2074)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2019-05-24T07:02:34Z
eip-1167.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1167.md,f8e7c028f509c18684dc4af32a4c4ff24241091b,"Simplify the EIP template (#2939)

* Try to clarify the meaning of EIP fields

* Remove unhelpful extra comments in the template

* Change EIP-1491 from CRLF to LF

* Remove template comments from EIPs

* Fix heading: Abstarct -> Abstract

* Update EIP-2014

* Change author list of EIP-1",2020-09-08T09:32:52Z
eip-1167.md,af982f1470624791da334b09d3e4f2e4de5e1265,Run spelling checks on CI (#2040),2019-05-19T06:54:10Z
eip-1167.md,97ff23130895afe633c444390e4b4258c8faf6e1,Add EIP-211 to metadata (#1720),2019-03-08T11:59:02Z
eip-1167.md,85f0aae1d2ba020f86e1b6211f820323de8f9034,typo fix in EIP1167,2019-01-17T14:00:33Z
eip-1167.md,a5d2f32c51d7d1f21a59c7fe18ff7c179701aa08,"Moving EIP-1167 to Final status (#1373)

* Moving EIP-1167 to Last Call status

* included code-golf gas improvements, eliminated extraneous tooling (factory, probe, deployment bytecode), added vanity address optimization

* adding last call comment period end date

* adding last call comment period end date

* moved status to Final

* removed Last Call period end date",2018-09-03T07:36:28Z
eip-1167.md,0352ed8e3624bd4055f6db724e972e2815f218db,"Automatically merged updates to draft EIP(s) 1167


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-08-18T19:50:00Z
eip-1167.md,3354ea2b2c50ae4c62dac4f08ac9c8fb529b460e,"Automatically merged updates to draft EIP(s) 1167


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-08-13T22:55:59Z
eip-1167.md,a7b2fbe54db46b4d133ceed7ec5467a430f16e71,"Automatically merged updates to draft EIP(s) 1167


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-08-06T12:02:34Z
eip-1167.md,18ea1fc9a40cde083102cf6cd47e774fb9d61ee5,Moving EIP-1167 to Last Call status (#1292),2018-08-03T11:03:20Z
eip-1167.md,73098c11536fad3a9dce4b7b5b2f14c3b8ba5e7b,"Automatically merged updates to draft EIP(s) 1167


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-07-26T17:51:54Z
eip-1167.md,ed621645c8f3bc5756492f327cda015f35d9f8da,"Automatically merged updates to draft EIP(s) 1167


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-06-26T13:06:13Z
eip-1167.md,8f73e7e436dba72a20855c1b6c7a903fa87dc7cf,"Automatically merged updates to draft EIP(s) 1167


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2018-06-22T12:42:33Z
eip-1167.md,6f068908257415a5ce36bd42a0a4bfd3d9dcfdea,"Adding EIP 1167 - Minimal Proxy Contract (#1167)

* adding EIP 1154 - Minimal Proxy Contract

* Update eip-1154.md

* fix email brackets

* fix discussions-to email

* Update eip-1154.md

* renumber to avoid conflict",2018-06-22T12:10:35Z
eip-1175.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1175.md,a9909fddc9b42e66f958231850fc1feef6ee3580,"(bot 1272989785) moving EIPS/eip-1175.md to stagnant (#4234)

PR 4234 with changes to EIPS/eip-1175.md was created on 
	(2021-Sep-26th@10.45.8)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17T01:15:54Z
eip-1175.md,65e095065387be7a5a45d6862aa1f9cc83a36db7,"Remove external links in non-conforming EIPs (#2753)

Per #2648, I'm removing links to external images and instead placing them in the proper /assets directory.",2020-07-17T02:12:24Z
eip-1175.md,33454e3e749bb24e789558c9801f56555fbb64cb,change directory (#1183),2018-06-25T11:10:09Z
eip-1178.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1178.md,cc0289ca24959542b8ce8dcb97aa2a59c6552b4b,"(bot 1272989785) moving EIPS/eip-1178.md to stagnant (#4235)

PR 4235 with changes to EIPS/eip-1178.md was created on 
	(2021-Sep-26th@10.45.17)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17T01:15:48Z
eip-1178.md,f8e7c028f509c18684dc4af32a4c4ff24241091b,"Simplify the EIP template (#2939)

* Try to clarify the meaning of EIP fields

* Remove unhelpful extra comments in the template

* Change EIP-1491 from CRLF to LF

* Remove template comments from EIPs

* Fix heading: Abstarct -> Abstract

* Update EIP-2014

* Change author list of EIP-1",2020-09-08T09:32:52Z
eip-1178.md,0a7466b234e15b37a2e79b02c2b38a667574491e,"added sample implementation and updated functionality (#1216)

* eip-1169

* added standard

* Update and rename eip-1169.md to eip-1179.md

* Update eip-1179.md

* name change

* Update eip-1178.md

* Update eip-1178.md

* included implementation

* added dex functionality in readme",2018-07-17T11:00:03Z
eip-1178.md,5ff1003117ce9fe9023f049774c086c82a57e45b,"Multi-lcass Token Standard (#1178)

* eip-1169

* added standard

* Update and rename eip-1169.md to eip-1179.md

* Update eip-1179.md

* name change

* Update eip-1178.md

* Update eip-1178.md",2018-06-24T18:58:48Z
eip-1185.md,5f8cef7abde3cdde92147488ebd14704fcab5177,"Update EIP-1185: Move to Draft

Merged by EIP-Bot.",2023-04-19T14:49:50Z
eip-1185.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1185.md,485cfe1bfd25331f9c6ff03e1a4f6346d77439f3,"(bot 1272989785) moving EIPS/eip-1185.md to stagnant (#4236)

PR 4236 with changes to EIPS/eip-1185.md was created on 
	(2021-Sep-26th@10.45.27)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17T01:15:41Z
eip-1185.md,2f4104b0accc3bf5b6f9e9da137b544d91cc55c5,"Automatically merged updates to draft EIP(s) 1185 (#3272)


Hi, I'm a bot! This change was automatically merged because:

 - It only modifies existing Draft, Review, or Last Call EIP(s)
 - The PR was approved or written by at least one author of each modified EIP
 - The build is passing",2021-02-17T10:22:11Z
eip-1185.md,379438bd2ea12c8e2f08e7d77ed0eb127930f5b4,"DNS resolver profile for ENS (#1185)

* DNS resolver profile for ENS

* Update and rename eip-draft_ens_dns.md to eip-1185.md

* Update eip-1185.md

* Clarify motivation and provide only a single interface for updating and obtaining records

* Add function signatures

* Fixes as per PR comments

* Clarify ordering of data in setDNSRecords",2018-10-19T08:24:09Z
eip-1186.md,9e393a79d9937f579acbdcb234a67869259d5a96,"Force usage of included LICENSE file (#5055)

* Include LICENCE in the Jekyll build

* Replace old licence link with new and improved licence link

* Add note to EIP-1 mandating the new link

* Maybe this fixes it?

* Rename LICENCE so that jekyll picks it up

* Add original LICENCE file back

* Delete the markdown file

* Add Jekyll header

Hopefully the tooling still detects it as CC0

* Remove Jekyll header

* Maybe this will trick Jekyll and satisfy github?

* Remove config changes

* Enable incremental build

* Will it work if I rename it?

* I'll just paste the content of the licence into the file...

* Perhaps this will work

* Replace the licence file

* Fix false positive

Co-authored-by: Micah Zoltu <micah@zoltu.net>

* Resolve feedback

* Perhaps this might work

* It didn't work

This reverts commit 55116e15168fb20ae57dea97388bb260c0941465.

* Will licencee still detect this correctly?

* Jekyll Preamble in licence file

* Include it?

* Licence -> License, get rid of CC0.md

* Force wording of copyright waiver

* Formatting consistent with the rest of the list

* Spelling

* Escape

* Task failed successfully

* Fix two more links

* Will this render it?

* Perhaps this will work too

* .md essential

* Fix the issues Micah noted

Co-authored-by: Micah Zoltu <micah@zoltu.net>",2022-05-06T07:29:09Z
eip-1186.md,ec5ef630c0cabd448309d52b66b4eb2904306d74,"(bot 1272989785) moving EIPS/eip-1186.md to stagnant (#4237)

PR 4237 with changes to EIPS/eip-1186.md was created on 
	(2021-Sep-26th@10.45.37)
which is before the cutoff date of 
	(2021-Oct-3rd@01.5.45)
i.e. 2 weeks ago",2021-10-17T01:15:35Z
eip-1186.md,c4898b30f0143528842b9c1e6946b307a667998b,"1186: Removes Implementation section (#3099)

Implementation tracking is part of the hard fork coordination process which now lives at https://github.com/ethereum/eth1.0-specs/.  Removing this section to avoid causing confusion since it likely won't be maintained or represent a full view of reality.  Also, it isn't really appropriate for EIPs anymore.",2021-01-27T01:32:22Z
eip-1186.md,f8e7c028f509c18684dc4af32a4c4ff24241091b,"Simplify the EIP template (#2939)

* Try to clarify the meaning of EIP fields

* Remove unhelpful extra comments in the template

* Change EIP-1491 from CRLF to LF

* Remove template comments from EIPs

* Fix heading: Abstarct -> Abstract

* Update EIP-2014

* Change author list of EIP-1",2020-09-08T09:32:52Z
eip-1186.md,3194278525e4ffec192dd75d3e18bf648e28524e,"Switch validator to eipv (#2860)

* switch to eipv

* fix

* fix

* 1153 remove trailing whitespace

* remove file name checks

* 615 remo whitespace before comma

* 884 remove extra single-quotes

* 1337 remove whitespace before comma

* 1057 remove extra spaces after comma

* 2470 update created date to Y/M/D format

* 1078 update required eips to be in ascending order

* 2477 update required eips to be in ascending order

* 1271 remove extra whitespace

* 2767 required eipupdated to be in ascending order

* 2525 update created date to Y/M/D format

* 2458 remove trailing whitespace

* 1884 remove trailing whitespace

* 712 authors should be on a single line

* 601 remove extra whitespace

* 1485 remove unneeded parentheses

* 634 remove trailing whitespace

* 2657 update discussions-to to correct spelling

* 2009 remove trailing whitespace

* 998 required eips updated to be in ascending order

* 1186 remove trailing whitespace

* 1470 remove extra whitespace

* 1895 update created date to Y/M/D format

* 2747 remove extra whitespace

* 1613 remove leading whitespace

* 1571 can'have both handle and email in author field

* 1191 remove trailing whitespace

* 1973 remove trailing whitespace

* 196 don't wrap title field

* 1679 required eips must be in ascending order

* 1620 author can't have both handle and email

* 197 don't line wrap title field

* 2378 remove extra newline

* 1355 author can't have both handle and email

* 698 update created date to Y/M/D format

* 2193 required eips must be in ascending order

* 214 remove extra info after author email

* use v0.0.3 of eipv

* 1 remove malformed field

* bump eipv to v0.0.4

* cache eipv build

* 1485 remove extra author info

* 2771 removing extra whitespaces",2020-08-10T16:18:25Z
eip-1186.md,24c481d21e1deb4c73321860dae5901e207502bd,"Update eip_validator to 0.8.2 (#2161)

* Fix Markdown formatting in EIP-1186

* Update eip_validator to 0.8.2",2019-07-02T00:26:48Z
eip-1186.md,2015ea379766c7cf933407b5f3d86de52bc40fea,Add EIP-1474 as a requirement to RPC ERCs,2019-05-21T17:43:32Z
eip-1186.md,af982f1470624791da334b09d3e4f2e4de5e1265,Run spelling checks on CI (#2040),2019-05-19T06:54:10Z
eip-1186.md,f2f879361e114a50a55ddcb43e1edd6942796f03,"eip-1186 eth_getProof (#1436)

* Create eip-eth_getProof.md

* Update eip-eth_getProof.md

* Update eip-eth_getProof.md

* Update eip-eth_getProof.md

* Update eip-eth_getProof.md

* Update eip-eth_getProof.md

* Update eip-eth_getProof.md

* Update eip-eth_getProof.md

* Update eip-eth_getProof.md

Minor changes  and grammar check

* Update eip-eth_getProof.md

* Update eip-eth_getProof.md

* renamed

* Update eip-1186.md

* fixed type

* Update eip-1186.md

* fixed links to geth

* Update eip-1186.md

* - better title

* - better title

- better typography",2018-10-17T13:16:55Z
